reading_id,sensor_id,site_id,sensor_type,timestamp,value,unit,ec_limit,is_exceedance,exceedance_pct_above_limit,weather_conditions,nearest_blast_time,dust_suppression_active
ENV00002222,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T13:00:00,66.8,ug/m3,150,False,0,Clear,13:00,True
ENV00002223,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T14:00:00,56.7,ug/m3,150,False,0,Hazy,13:00,True
ENV00002224,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T15:00:00,63.8,ug/m3,150,False,0,Windy,13:00,True
ENV00002225,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T16:00:00,46.5,ug/m3,150,False,0,Clear,13:00,True
ENV00002226,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T17:00:00,62.1,ug/m3,150,False,0,Windy,13:00,True
ENV00002227,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T18:00:00,48.4,ug/m3,150,False,0,Hazy,13:00,False
ENV00002228,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T19:00:00,41.0,ug/m3,150,False,0,Hazy,13:00,True
ENV00002229,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T20:00:00,71.2,ug/m3,150,False,0,Clear,13:00,True
ENV00002230,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T21:00:00,50.4,ug/m3,150,False,0,Clear,13:00,False
ENV00002231,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T22:00:00,62.7,ug/m3,150,False,0,Hazy,13:00,False
ENV00002232,SEN_SITE_C_PM2.5,SITE_C,PM2.5,2026-06-08T23:00:00,69.4,ug/m3,150,False,0,Windy,13:00,False
ENV00002233,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T00:00:00,59.5,ug/m3,100,False,0,Hazy,13:00,True
ENV00002234,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T01:00:00,50.5,ug/m3,100,False,0,Hazy,13:00,True
ENV00002235,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T02:00:00,64.0,ug/m3,100,False,0,Hazy,13:00,True
ENV00002236,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T03:00:00,51.5,ug/m3,100,False,0,Windy,13:00,True
ENV00002237,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T04:00:00,59.8,ug/m3,100,False,0,Windy,13:00,True
ENV00002238,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T05:00:00,69.4,ug/m3,100,False,0,Hazy,13:00,True
ENV00002239,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T06:00:00,63.4,ug/m3,100,False,0,Clear,13:00,False
ENV00002240,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T07:00:00,47.0,ug/m3,100,False,0,Windy,13:00,True
ENV00002241,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T08:00:00,43.7,ug/m3,100,False,0,Hazy,13:00,False
ENV00002242,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T09:00:00,62.0,ug/m3,100,False,0,Hazy,13:00,True
ENV00002243,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T10:00:00,60.9,ug/m3,100,False,0,Hazy,13:00,False
ENV00002244,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T11:00:00,47.9,ug/m3,100,False,0,Clear,13:00,True
ENV00002245,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T12:00:00,74.5,ug/m3,100,False,0,Windy,13:00,True
ENV00002246,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T13:00:00,75.6,ug/m3,100,False,0,Hazy,13:00,True
ENV00002247,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T14:00:00,72.4,ug/m3,100,False,0,Windy,13:00,True
ENV00002248,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T15:00:00,70.0,ug/m3,100,False,0,Hazy,13:00,False
ENV00002249,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T16:00:00,62.9,ug/m3,100,False,0,Hazy,13:00,True
ENV00002250,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T17:00:00,50.8,ug/m3,100,False,0,Windy,13:00,True
ENV00002251,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T18:00:00,49.9,ug/m3,100,False,0,Clear,13:00,True
ENV00002252,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T19:00:00,62.2,ug/m3,100,False,0,Clear,13:00,True
ENV00002253,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T20:00:00,57.1,ug/m3,100,False,0,Windy,13:00,False
ENV00002254,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T21:00:00,43.3,ug/m3,100,False,0,Windy,13:00,True
ENV00002255,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T22:00:00,46.9,ug/m3,100,False,0,Hazy,13:00,True
ENV00002256,SEN_SITE_C_PM10,SITE_C,PM10,2026-06-08T23:00:00,48.6,ug/m3,100,False,0,Hazy,13:00,True
ENV00002257,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T00:00:00,70.0,dB,85,False,0,Windy,13:00,False
ENV00002258,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T01:00:00,62.3,dB,85,False,0,Windy,13:00,False
ENV00002259,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T02:00:00,75.4,dB,85,False,0,Windy,13:00,False
ENV00002260,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T03:00:00,80.7,dB,85,False,0,Clear,13:00,True
ENV00002261,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T04:00:00,65.1,dB,85,False,0,Clear,13:00,False
ENV00002262,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T05:00:00,71.2,dB,85,False,0,Clear,13:00,True
ENV00002263,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T06:00:00,75.3,dB,85,False,0,Windy,13:00,False
ENV00002264,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T07:00:00,80.6,dB,85,False,0,Windy,13:00,False
ENV00002265,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T08:00:00,76.4,dB,85,False,0,Hazy,13:00,True
ENV00002266,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T09:00:00,79.6,dB,85,False,0,Clear,13:00,True
ENV00002267,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T10:00:00,66.6,dB,85,False,0,Clear,13:00,False
ENV00002268,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T11:00:00,67.1,dB,85,False,0,Clear,13:00,True
ENV00002269,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T12:00:00,64.8,dB,85,False,0,Clear,13:00,False
ENV00002270,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T13:00:00,72.0,dB,85,False,0,Windy,13:00,False
ENV00002271,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T14:00:00,66.8,dB,85,False,0,Hazy,13:00,False
ENV00002272,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T15:00:00,77.2,dB,85,False,0,Hazy,13:00,True
ENV00002273,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T16:00:00,70.2,dB,85,False,0,Hazy,13:00,True
ENV00002274,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T17:00:00,81.5,dB,85,False,0,Windy,13:00,False
ENV00002275,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T18:00:00,80.7,dB,85,False,0,Clear,13:00,True
ENV00002276,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T19:00:00,77.6,dB,85,False,0,Windy,13:00,False
ENV00002277,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T20:00:00,75.8,dB,85,False,0,Clear,13:00,False
ENV00002278,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T21:00:00,69.9,dB,85,False,0,Windy,13:00,True
ENV00002279,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T22:00:00,75.4,dB,85,False,0,Hazy,13:00,False
ENV00002280,SEN_SITE_C_Noise,SITE_C,Noise,2026-06-08T23:00:00,73.5,dB,85,False,0,Hazy,13:00,True
ENV00002281,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T00:00:00,7.5,pH,8.5,False,0,Hazy,13:00,True
ENV00002282,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T01:00:00,7.4,pH,8.5,False,0,Hazy,13:00,False
ENV00002283,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T02:00:00,7.8,pH,8.5,False,0,Clear,13:00,True
ENV00002284,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T03:00:00,7.4,pH,8.5,False,0,Windy,13:00,True
ENV00002285,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T04:00:00,7.1,pH,8.5,False,0,Clear,13:00,False
ENV00002286,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T05:00:00,8.1,pH,8.5,False,0,Windy,13:00,True
ENV00002287,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T06:00:00,7.9,pH,8.5,False,0,Hazy,13:00,False
ENV00002288,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T07:00:00,8.0,pH,8.5,False,0,Hazy,13:00,True
ENV00002289,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T08:00:00,8.1,pH,8.5,False,0,Hazy,13:00,True
ENV00002290,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T09:00:00,7.3,pH,8.5,False,0,Windy,13:00,True
ENV00002291,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T10:00:00,7.5,pH,8.5,False,0,Hazy,13:00,True
ENV00002292,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T11:00:00,7.1,pH,8.5,False,0,Clear,13:00,True
ENV00002293,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T12:00:00,7.9,pH,8.5,False,0,Clear,13:00,False
ENV00002294,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T13:00:00,7.2,pH,8.5,False,0,Clear,13:00,False
ENV00002295,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T14:00:00,8.0,pH,8.5,False,0,Windy,13:00,False
ENV00002296,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T15:00:00,7.0,pH,8.5,False,0,Clear,13:00,False
ENV00002297,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T16:00:00,8.1,pH,8.5,False,0,Hazy,13:00,False
ENV00002298,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T17:00:00,7.3,pH,8.5,False,0,Windy,13:00,True
ENV00002299,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T18:00:00,7.7,pH,8.5,False,0,Hazy,13:00,True
ENV00002300,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T19:00:00,7.0,pH,8.5,False,0,Windy,13:00,True
ENV00002301,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T20:00:00,7.9,pH,8.5,False,0,Clear,13:00,False
ENV00002302,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T21:00:00,7.0,pH,8.5,False,0,Hazy,13:00,False
ENV00002303,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T22:00:00,7.3,pH,8.5,False,0,Hazy,13:00,False
ENV00002304,SEN_SITE_C_Water_pH,SITE_C,Water_pH,2026-06-08T23:00:00,7.9,pH,8.5,False,0,Windy,13:00,False
ENV00002305,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T00:00:00,88.4,ug/m3,150,False,0,Hazy,13:00,True
ENV00002306,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T01:00:00,85.8,ug/m3,150,False,0,Clear,13:00,True
ENV00002307,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T02:00:00,81.2,ug/m3,150,False,0,Windy,13:00,False
ENV00002308,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T03:00:00,80.3,ug/m3,150,False,0,Hazy,13:00,True
ENV00002309,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T04:00:00,86.2,ug/m3,150,False,0,Windy,13:00,True
ENV00002310,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T05:00:00,61.6,ug/m3,150,False,0,Hazy,13:00,False
ENV00002311,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T06:00:00,74.3,ug/m3,150,False,0,Clear,13:00,False
ENV00002312,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T07:00:00,71.5,ug/m3,150,False,0,Clear,13:00,True
ENV00002313,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T08:00:00,85.1,ug/m3,150,False,0,Clear,13:00,True
ENV00002314,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T09:00:00,65.7,ug/m3,150,False,0,Clear,13:00,False
ENV00002315,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T10:00:00,75.3,ug/m3,150,False,0,Hazy,13:00,False
ENV00002316,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T11:00:00,73.8,ug/m3,150,False,0,Clear,13:00,False
ENV00002317,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T12:00:00,84.9,ug/m3,150,False,0,Windy,13:00,False
ENV00002318,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T13:00:00,213.6,ug/m3,150,True,42.4,Hazy,13:00,False
ENV00002319,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T14:00:00,194.5,ug/m3,150,True,29.7,Clear,13:00,False
ENV00002320,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T15:00:00,112.3,ug/m3,150,False,0,Windy,13:00,True
ENV00002321,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T16:00:00,110.9,ug/m3,150,False,0,Hazy,13:00,False
ENV00002322,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T17:00:00,80.4,ug/m3,150,False,0,Windy,13:00,False
ENV00002323,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T18:00:00,68.1,ug/m3,150,False,0,Hazy,13:00,True
ENV00002324,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T19:00:00,88.3,ug/m3,150,False,0,Windy,13:00,True
ENV00002325,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T20:00:00,83.3,ug/m3,150,False,0,Clear,13:00,True
ENV00002326,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T21:00:00,64.2,ug/m3,150,False,0,Windy,13:00,True
ENV00002327,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T22:00:00,76.3,ug/m3,150,False,0,Windy,13:00,False
ENV00002328,SEN_SITE_A_PM2.5,SITE_A,PM2.5,2026-06-09T23:00:00,71.1,ug/m3,150,False,0,Hazy,13:00,True
ENV00002329,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T00:00:00,53.8,ug/m3,100,False,0,Hazy,13:00,True
ENV00002330,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T01:00:00,57.6,ug/m3,100,False,0,Clear,13:00,False
ENV00002331,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T02:00:00,60.2,ug/m3,100,False,0,Windy,13:00,True
ENV00002332,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T03:00:00,45.5,ug/m3,100,False,0,Windy,13:00,False
ENV00002333,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T04:00:00,50.0,ug/m3,100,False,0,Windy,13:00,True
ENV00002334,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T05:00:00,66.5,ug/m3,100,False,0,Windy,13:00,True
ENV00002335,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T06:00:00,56.6,ug/m3,100,False,0,Clear,13:00,True
ENV00002336,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T07:00:00,71.4,ug/m3,100,False,0,Hazy,13:00,True
ENV00002337,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T08:00:00,72.8,ug/m3,100,False,0,Windy,13:00,False
ENV00002338,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T09:00:00,56.8,ug/m3,100,False,0,Clear,13:00,True
ENV00002339,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T10:00:00,50.3,ug/m3,100,False,0,Clear,13:00,False
ENV00002340,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T11:00:00,60.5,ug/m3,100,False,0,Clear,13:00,True
ENV00002341,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T12:00:00,63.8,ug/m3,100,False,0,Clear,13:00,False
ENV00002342,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T13:00:00,57.4,ug/m3,100,False,0,Clear,13:00,False
ENV00002343,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T14:00:00,53.8,ug/m3,100,False,0,Hazy,13:00,True
ENV00002344,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T15:00:00,48.2,ug/m3,100,False,0,Clear,13:00,True
ENV00002345,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T16:00:00,48.8,ug/m3,100,False,0,Hazy,13:00,True
ENV00002346,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T17:00:00,76.6,ug/m3,100,False,0,Windy,13:00,False
ENV00002347,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T18:00:00,69.7,ug/m3,100,False,0,Windy,13:00,True
ENV00002348,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T19:00:00,44.8,ug/m3,100,False,0,Hazy,13:00,True
ENV00002349,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T20:00:00,69.0,ug/m3,100,False,0,Hazy,13:00,False
ENV00002350,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T21:00:00,57.2,ug/m3,100,False,0,Windy,13:00,True
ENV00002351,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T22:00:00,60.5,ug/m3,100,False,0,Clear,13:00,True
ENV00002352,SEN_SITE_A_PM10,SITE_A,PM10,2026-06-09T23:00:00,55.0,ug/m3,100,False,0,Windy,13:00,False
ENV00002353,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T00:00:00,76.4,dB,85,False,0,Clear,13:00,True
ENV00002354,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T01:00:00,62.7,dB,85,False,0,Clear,13:00,False
ENV00002355,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T02:00:00,66.7,dB,85,False,0,Hazy,13:00,True
ENV00002356,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T03:00:00,65.8,dB,85,False,0,Hazy,13:00,True
ENV00002357,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T04:00:00,69.8,dB,85,False,0,Windy,13:00,False
ENV00002358,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T05:00:00,68.8,dB,85,False,0,Windy,13:00,True
ENV00002359,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T06:00:00,75.5,dB,85,False,0,Hazy,13:00,True
ENV00002360,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T07:00:00,79.2,dB,85,False,0,Windy,13:00,False
ENV00002361,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T08:00:00,62.2,dB,85,False,0,Hazy,13:00,False
ENV00002362,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T09:00:00,71.2,dB,85,False,0,Hazy,13:00,False
ENV00002363,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T10:00:00,71.7,dB,85,False,0,Windy,13:00,False
ENV00002364,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T11:00:00,77.1,dB,85,False,0,Clear,13:00,True
ENV00002365,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T12:00:00,72.8,dB,85,False,0,Clear,13:00,False
ENV00002366,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T13:00:00,79.2,dB,85,False,0,Hazy,13:00,True
ENV00002367,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T14:00:00,76.1,dB,85,False,0,Windy,13:00,True
ENV00002368,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T15:00:00,62.1,dB,85,False,0,Clear,13:00,True
ENV00002369,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T16:00:00,66.7,dB,85,False,0,Hazy,13:00,False
ENV00002370,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T17:00:00,68.7,dB,85,False,0,Hazy,13:00,False
ENV00002371,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T18:00:00,62.0,dB,85,False,0,Windy,13:00,True
ENV00002372,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T19:00:00,66.8,dB,85,False,0,Windy,13:00,True
ENV00002373,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T20:00:00,63.4,dB,85,False,0,Hazy,13:00,True
ENV00002374,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T21:00:00,73.1,dB,85,False,0,Clear,13:00,True
ENV00002375,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T22:00:00,70.3,dB,85,False,0,Windy,13:00,True
ENV00002376,SEN_SITE_A_Noise,SITE_A,Noise,2026-06-09T23:00:00,79.5,dB,85,False,0,Windy,13:00,False
ENV00002377,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T00:00:00,7.5,pH,8.5,False,0,Windy,13:00,True
ENV00002378,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T01:00:00,6.9,pH,8.5,False,0,Clear,13:00,False
ENV00002379,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T02:00:00,6.9,pH,8.5,False,0,Clear,13:00,True
ENV00002380,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T03:00:00,7.2,pH,8.5,False,0,Hazy,13:00,True
ENV00002381,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T04:00:00,7.0,pH,8.5,False,0,Windy,13:00,False
ENV00002382,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T05:00:00,7.0,pH,8.5,False,0,Clear,13:00,False
ENV00002383,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T06:00:00,7.0,pH,8.5,False,0,Clear,13:00,True
ENV00002384,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T07:00:00,8.1,pH,8.5,False,0,Windy,13:00,True
ENV00002385,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T08:00:00,7.9,pH,8.5,False,0,Clear,13:00,True
ENV00002386,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T09:00:00,6.9,pH,8.5,False,0,Hazy,13:00,False
ENV00002387,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T10:00:00,7.1,pH,8.5,False,0,Clear,13:00,False
ENV00002388,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T11:00:00,7.0,pH,8.5,False,0,Clear,13:00,False
ENV00002389,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T12:00:00,6.8,pH,8.5,False,0,Hazy,13:00,True
ENV00002390,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T13:00:00,7.9,pH,8.5,False,0,Windy,13:00,False
ENV00002391,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T14:00:00,8.1,pH,8.5,False,0,Clear,13:00,False
ENV00002392,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T15:00:00,8.0,pH,8.5,False,0,Hazy,13:00,True
ENV00002393,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T16:00:00,7.2,pH,8.5,False,0,Windy,13:00,True
ENV00002394,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T17:00:00,7.3,pH,8.5,False,0,Hazy,13:00,True
ENV00002395,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T18:00:00,7.6,pH,8.5,False,0,Clear,13:00,True
ENV00002396,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T19:00:00,7.8,pH,8.5,False,0,Hazy,13:00,True
ENV00002397,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T20:00:00,7.2,pH,8.5,False,0,Clear,13:00,True
ENV00002398,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T21:00:00,7.9,pH,8.5,False,0,Windy,13:00,False
ENV00002399,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T22:00:00,7.7,pH,8.5,False,0,Windy,13:00,True
ENV00002400,SEN_SITE_A_Water_pH,SITE_A,Water_pH,2026-06-09T23:00:00,7.6,pH,8.5,False,0,Hazy,13:00,True
ENV00002401,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T00:00:00,55.1,ug/m3,150,False,0,Clear,13:00,True
ENV00002402,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T01:00:00,41.6,ug/m3,150,False,0,Windy,13:00,True
ENV00002403,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T02:00:00,78.2,ug/m3,150,False,0,Hazy,13:00,False
ENV00002404,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T03:00:00,54.1,ug/m3,150,False,0,Windy,13:00,True
ENV00002405,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T04:00:00,47.2,ug/m3,150,False,0,Windy,13:00,True
ENV00002406,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T05:00:00,77.9,ug/m3,150,False,0,Clear,13:00,True
ENV00002407,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T06:00:00,70.5,ug/m3,150,False,0,Windy,13:00,True
ENV00002408,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T07:00:00,79.3,ug/m3,150,False,0,Windy,13:00,True
ENV00002409,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T08:00:00,71.0,ug/m3,150,False,0,Clear,13:00,True
ENV00002410,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T09:00:00,65.1,ug/m3,150,False,0,Windy,13:00,True
ENV00002411,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T10:00:00,45.8,ug/m3,150,False,0,Windy,13:00,False
ENV00002412,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T11:00:00,76.7,ug/m3,150,False,0,Clear,13:00,False
ENV00002413,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T12:00:00,65.0,ug/m3,150,False,0,Clear,13:00,False
ENV00002414,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T13:00:00,42.8,ug/m3,150,False,0,Windy,13:00,True
ENV00002415,SEN_SITE_B_PM2.5,SITE_B,PM2.5,2026-06-09T14:00:00,52.5,ug/m3,150,False,0,Windy,13:00,False
